heart_rate_bpm,steps,spo2_pct,hr_mean,hr_std,steps_mean,steps_std,spo2_mean,spo2_std
57.925,0.0,97.34166666666664,0.0,0.0,0.0,0.0,0.0,0.0
57.10833333333333,0.0,97.74166666666667,0.0,0.0,0.0,0.0,0.0,0.0
57.06666666666666,0.0,97.625,0.0,0.0,0.0,0.0,0.0,0.0
58.525,0.0,97.70833333333331,0.0,0.0,0.0,0.0,0.0,0.0
58.93333333333334,0.0,97.35833333333332,0.0,0.0,0.0,0.0,0.0,0.0
56.7,36.66666666666666,97.55,0.0,0.0,0.0,0.0,0.0,0.0
80.41666666666667,79.33333333333333,97.4,0.0,0.0,0.0,0.0,0.0,0.0
80.64999999999999,190.5,97.55833333333334,0.0,0.0,0.0,0.0,0.0,0.0
80.24166666666666,203.75,96.69166666666666,0.0,0.0,0.0,0.0,0.0,0.0
89.53333333333335,49.5,97.65,67.71000000000001,13.191916015050587,55.975,79.27503353110627,97.4625,0.30556186862165463
87.34166666666665,53.083333333333336,97.375,70.65166666666667,14.021261302697358,61.28333333333334,76.8506166790522,97.46583333333334,0.3042763627662734
80.26666666666667,51.333333333333336,97.5,72.9675,13.436093279798879,66.41666666666666,73.96245293690876,97.44166666666668,0.2891558595482927
82.96666666666667,48.16666666666666,97.71666666666664,75.55749999999999,12.493657310564704,71.23333333333333,70.65085209135532,97.45083333333334,0.2969612041835141
89.95833333333333,51.16666666666666,97.53333333333336,78.70083333333334,11.658548398990526,76.35,66.65880509202289,97.43333333333334,0.2850167852973502
87.36666666666667,49.333333333333336,97.525,81.54416666666667,9.5846690293006,81.28333333333333,62.04636856296951,97.45,0.2850167852973493
89.075,50.083333333333336,97.53333333333336,84.78166666666667,4.2355597091036445,82.625,61.11242738481427,97.44833333333334,0.2844151460605489
90.50833333333333,51.583333333333336,97.375,85.79083333333332,4.281964852007379,79.85,61.903421892293714,97.44583333333334,0.2849964803767971
88.13333333333333,193.58333333333331,97.45833333333331,86.53916666666666,3.9225292018677904,80.15833333333333,62.520397288888795,97.43583333333333,0.28235260549030233
94.71666666666664,204.16666666666663,97.51666666666668,87.98666666666666,4.010216890165938,80.2,62.611988557392976,97.51833333333335,0.10655955269990308
84.68333333333334,150.75,97.475,87.50166666666667,4.094768191632976,90.325,65.2278112549479,97.50083333333333,0.096421304187578
87.14999999999999,145.25,97.54166666666669,87.4825,4.096048701997465,99.54166666666666,65.88909089813512,97.5175,0.08610663070780551
92.38333333333334,155.83333333333334,97.35833333333332,88.69416666666667,3.4683824324215156,109.99166666666667,65.68023043316066,97.50333333333333,0.09986101452629854
61.15833333333333,82.75,97.54166666666669,86.51333333333334,9.345971271748324,113.45,62.91547337597846,97.48583333333335,0.06883622538988689
58.06666666666666,32.416666666666664,96.4,83.32416666666666,12.831218831332047,111.575,65.21523540563464,97.3725,0.34816649380348297
56.65,0.0,97.55,80.2525,15.211762956774129,106.64166666666665,71.96358657828189,97.375,0.3494704989403721
58.41666666666666,43.16666666666666,97.39166666666668,77.18666666666667,16.287532249856714,105.95,72.59803078647568,97.36083333333333,0.34518401784098
56.708333333333336,0.0,97.49166666666667,73.80666666666667,16.717272154020936,100.79166666666666,78.48414609506561,97.37250000000002,0.3476785889792039
57.65,39.66666666666666,97.43333333333334,70.75833333333334,16.593391701160638,85.39999999999999,73.17770523328724,97.37,0.3470821939868406
59.11666666666667,0.0,97.5,67.19833333333334,14.578738323706531,64.98333333333332,64.30312330413405,97.36833333333334,0.3463388763681505
59.45,0.0,97.21666666666664,64.67499999999998,13.347891357952458,49.90833333333333,59.44968110371438,97.3425,0.3471322105552048
93.1,81.5,97.6,65.27,14.540405707824883,43.53333333333333,50.89201530910545,97.34833333333333,0.351315868565848
88.44166666666666,199.83333333333331,97.575,64.87583333333333,13.756009601418546,47.93333333333333,62.302822300973396,97.37,0.3586067002052537
76.68333333333334,197.08333333333331,97.65,66.42833333333333,14.159978377607759,59.36666666666665,77.9323681941315,97.38083333333333,0.36593044775283895
89.64166666666667,49.333333333333336,97.65,69.58583333333334,15.541300536845098,61.05833333333332,77.46456826459277,97.50583333333333,0.1330465666181638
88.75,49.083333333333336,97.25,72.79583333333332,15.883872678456937,65.96666666666667,74.67053354735664,97.47583333333333,0.1541328791803994
90.875,51.0,97.50833333333333,76.04166666666666,15.935349225488295,66.75,74.44552238025558,97.48749999999998,0.1514462174836923
85.71666666666665,47.583333333333336,97.53333333333336,78.9425,14.610109518902313,71.50833333333334,71.15288974550367,97.49166666666666,0.15214515486252705
96.65833333333336,45.583333333333336,97.49166666666667,82.84333333333333,13.455328927351022,72.1,70.88278012690047,97.4975,0.15077218936665124
85.98333333333333,54.66666666666666,97.59166666666664,85.53,10.562701674603243,77.56666666666665,66.68831592926514,97.50666666666666,0.15369924134528282
89.41666666666667,51.333333333333336,97.59166666666664,88.52666666666667,5.262822084803552,82.69999999999999,61.85473324404007,97.54416666666665,0.11627248222792193
99.28333333333336,50.333333333333336,97.33333333333331,89.14500000000001,6.148557243194481,79.58333333333334,62.70131774463419,97.5175,0.13161215467899692
87.81666666666666,202.41666666666663,97.19166666666666,89.08250000000001,6.159667511970471,79.84166666666667,63.254683743040694,97.47916666666666,0.16467560704472495
82.95833333333333,206.08333333333331,97.31666666666666,89.71000000000001,4.958741502029568,80.74166666666665,65.14398167724652,97.44583333333333,0.15992137342772203
90.9,149.91666666666666,96.925,89.83583333333334,4.9727607560626605,90.8,67.4789198908046,97.37333333333333,0.21270596409244832
85.2,147.25,97.44166666666666,89.48083333333334,5.1812355079545185,100.61666666666666,67.87512590079946,97.3925,0.2089601680987407
81.68333333333332,154.33333333333334,97.55,88.56166666666668,5.696153131177829,110.95,67.34585967091672,97.39666666666668,0.21192096127368434
58.775,78.83333333333333,97.05,85.8675,11.048285891574995,114.075,64.75395562062994,97.34833333333333,0.23150073993963174
57.11666666666667,41.16666666666666,97.54166666666669,81.91333333333334,13.549889640113639,113.63333333333333,65.28590020388853,97.35333333333332,0.23544677781866125
57.74166666666667,0.0,97.29166666666669,79.08916666666667,15.421273110604439,108.16666666666667,72.64591531769473,97.32333333333334,0.2203322407100325
57.93333333333334,0.0,97.43333333333334,75.94083333333333,16.269033226643472,103.03333333333333,78.67185717339528,97.3075,0.2039899083681818
