timestamp,heart_rate_bpm,steps,sleeping,spo2_pct,calories_burned,hour,day_of_week,is_weekend,is_anomaly,hr_rolling_mean,z_score,anomaly,hr_mean,hr_std,steps_mean,steps_std,spo2_mean,spo2_std,dbscan,cluster
2024-01-01 00:00:00,57.925,0.0,1.0,97.34166666666664,2.911666666666666,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2024-01-01 01:00:00,57.10833333333333,0.0,1.0,97.74166666666667,2.796666666666667,1.0,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2024-01-01 02:00:00,57.06666666666666,0.0,1.0,97.625,3.045,2.0,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2024-01-01 03:00:00,58.525,0.0,1.0,97.70833333333331,2.8241666666666667,3.0,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2024-01-01 04:00:00,58.93333333333334,0.0,1.0,97.35833333333332,3.250833333333333,4.0,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2024-01-01 05:00:00,56.7,36.66666666666666,1.0,97.55,3.033333333333333,5.0,0.0,0.0,0.0833333333333333,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,-1,0
2024-01-01 06:00:00,80.41666666666667,79.33333333333333,0.0,97.4,7.1825,6.0,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,-1,0
2024-01-01 07:00:00,80.64999999999999,190.5,0.0,97.55833333333334,11.505,7.0,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,-1,1
2024-01-01 08:00:00,80.24166666666666,203.75,0.0,96.69166666666666,12.235833333333334,8.0,0.0,0.0,0.0833333333333333,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,-1,1
2024-01-01 09:00:00,89.53333333333335,49.5,0.0,97.65,6.054166666666667,9.0,0.0,0.0,0.0,0.0,0.0,False,67.71000000000001,13.191916015050587,55.975,79.27503353110627,97.4625,0.30556186862165463,1,3
2024-01-01 10:00:00,87.34166666666665,53.083333333333336,0.0,97.375,6.4225,10.0,0.0,0.0,0.0,0.0,0.0,False,70.65166666666667,14.021261302697358,61.28333333333334,76.8506166790522,97.46583333333334,0.3042763627662734,1,3
2024-01-01 11:00:00,80.26666666666667,51.333333333333336,0.0,97.5,6.529166666666666,11.0,0.0,0.0,0.1666666666666666,0.0,0.0,False,72.9675,13.436093279798879,66.41666666666666,73.96245293690876,97.44166666666668,0.2891558595482927,1,3
2024-01-01 12:00:00,82.96666666666667,48.16666666666666,0.0,97.71666666666664,6.251666666666666,12.0,0.0,0.0,0.0,0.0,0.0,False,75.55749999999999,12.493657310564704,71.23333333333333,70.65085209135532,97.45083333333334,0.2969612041835141,1,3
2024-01-01 13:00:00,89.95833333333333,51.16666666666666,0.0,97.53333333333336,6.615833333333334,13.0,0.0,0.0,0.0,0.0,0.0,False,78.70083333333334,11.658548398990526,76.35,66.65880509202289,97.43333333333334,0.2850167852973502,1,3
2024-01-01 14:00:00,87.36666666666667,49.333333333333336,0.0,97.525,6.391666666666667,14.0,0.0,0.0,0.0,0.0,0.0,False,81.54416666666667,9.5846690293006,81.28333333333333,62.04636856296951,97.45,0.2850167852973493,1,3
2024-01-01 15:00:00,89.075,50.083333333333336,0.0,97.53333333333336,6.32,15.0,0.0,0.0,0.0,0.0,0.0,False,84.78166666666667,4.2355597091036445,82.625,61.11242738481427,97.44833333333334,0.2844151460605489,2,3
2024-01-01 16:00:00,90.50833333333333,51.583333333333336,0.0,97.375,6.765833333333333,16.0,0.0,0.0,0.0833333333333333,0.0,0.0,False,85.79083333333332,4.281964852007379,79.85,61.903421892293714,97.44583333333334,0.2849964803767971,2,3
2024-01-01 17:00:00,88.13333333333333,193.58333333333331,0.0,97.45833333333331,12.049166666666666,17.0,0.0,0.0,0.0,0.0,0.0,False,86.53916666666666,3.9225292018677904,80.15833333333333,62.520397288888795,97.43583333333333,0.28235260549030233,3,1
2024-01-01 18:00:00,94.71666666666664,204.16666666666663,0.0,97.51666666666668,12.505,18.0,0.0,0.0,0.0833333333333333,0.0,0.0,False,87.98666666666666,4.010216890165938,80.2,62.611988557392976,97.51833333333335,0.10655955269990308,3,1
2024-01-01 19:00:00,84.68333333333334,150.75,0.0,97.475,10.421666666666669,19.0,0.0,0.0,0.0,0.0,0.0,False,87.50166666666667,4.094768191632976,90.325,65.2278112549479,97.50083333333333,0.096421304187578,-1,1
2024-01-01 20:00:00,87.14999999999999,145.25,0.0,97.54166666666669,9.886666666666668,20.0,0.0,0.0,0.0833333333333333,0.0,0.0,False,87.4825,4.096048701997465,99.54166666666666,65.88909089813512,97.5175,0.08610663070780551,-1,1
2024-01-01 21:00:00,92.38333333333334,155.83333333333334,0.0,97.35833333333332,10.350833333333332,21.0,0.0,0.0,0.0833333333333333,0.0,0.0,False,88.69416666666667,3.4683824324215156,109.99166666666667,65.68023043316066,97.50333333333333,0.09986101452629854,18,1
2024-01-01 22:00:00,61.15833333333333,82.75,0.0,97.54166666666669,6.1883333333333335,22.0,0.0,0.0,0.0,0.0,0.0,False,86.51333333333334,9.345971271748324,113.45,62.91547337597846,97.48583333333335,0.06883622538988689,-1,3
